Target_genes,Score
MRPS23,154.71428600000002
EFEMP1,154.71428600000002
TTC6,154.571429
FOXA1,154.571429
ENDOV,154.571429
PRRC1,154.428571
ANO6,154.428571
XRCC6,154.14285700000002
DLL3,154.14285700000002
DESI1,154.14285700000002
REM1,154.0
MTFMT,154.0
MANSC1,154.0
DEFB124,154.0
BORCS5,154.0
PPP1R37,153.85714299999998
SYTL2,153.71428600000002
STK10,153.71428600000002
ATG5,153.71428600000002
AGPAT5,153.71428600000002
RBM42,153.571429
ORAI1,153.571429
ZNF304,153.428571
SUCLA2,153.428571
PRLR,153.428571
PALM2AKAP2,153.428571
MTRNR2L8,153.428571
LRIG2,153.428571
KRTAP20-4,153.428571
KRTAP20-2,153.428571
KRTAP20-1,153.428571
H3-3A,153.428571
C1QTNF7,153.428571
SPDYE4,153.14285700000002
ZC3HAV1,153.0
SMG8,152.85714299999998
ERRFI1,152.85714299999998
SMIM6,152.71428600000002
SMIM5,152.71428600000002
HUS1,152.571429
TBCA,152.428571
PYDC5,152.428571
PPP1R18,152.428571
NRM,152.428571
LARP1,152.428571
IFI16,152.428571
DRAM2,152.428571
CEPT1,152.428571
TCF7L2,152.28571399999998
RTP4,152.28571399999998
IL10RB,152.28571399999998
BFSP2,152.28571399999998
SYNCRIP,152.14285700000002
TTBK1,152.0
SPTY2D1,152.0
OR2V2,152.0
ZNF487,151.85714299999998
PHKB,151.85714299999998
KCNT2,151.85714299999998
ITFG1,151.85714299999998
DGCR6L,151.85714299999998
CCDC84,151.71428600000002
AIRE,151.71428600000002
TMEM114,151.28571399999998
CHSY1,151.28571399999998
TXNRD2,151.14285700000002
SNX30,151.14285700000002
PRR14,151.14285700000002
FBRS,151.14285700000002
BTNL8,151.14285700000002
ABCB10,151.14285700000002
ERICH4,151.0
DMAC2,151.0
HDAC7,150.85714299999998
ZC3H13,150.71428600000002
RCN1,150.71428600000002
SBSN,150.571429
NARF,150.571429
CYBC1,150.571429
BEST3,150.428571
MSMB,150.28571399999998
GRAMD1B,150.28571399999998
CDC42BPG,150.28571399999998
SMARCA4,150.14285700000002
SFRP2,150.0
MSL2,149.85714299999998
LY6G6F-LY6G6D,149.85714299999998
LY6G6F,149.85714299999998
GUCY1A1,149.85714299999998
HSCB,149.71428600000002
CSF1R,149.71428600000002
CHEK2,149.71428600000002
RCAN3,149.571429
UQCRH,149.428571
TECTA,149.428571
NLGN1,149.428571
LRRC41,149.428571
DMKN,149.428571
KCNMB1,149.28571399999998
EFHD1,149.28571399999998
COL4A6,149.28571399999998
COL4A5,149.28571399999998
UPF1,149.14285700000002
SMIM14,149.14285700000002
GML,149.14285700000002
ZNF675,148.85714299999998
SLC3A2,148.85714299999998
PDE1B,148.71428600000002
MED12,148.71428600000002
IL2RG,148.71428600000002
PHF2,148.571429
GRIP1,148.428571
UBL4B,148.28571399999998
PAH,148.28571399999998
CRADD,148.28571399999998
ASCL1,148.28571399999998
ZNF777,148.14285700000002
ZNF592,148.14285700000002
LRTM2,148.14285700000002
KRTAP13-2,148.14285700000002
KCNK5,148.14285700000002
ABL2,148.14285700000002
DCTN1,148.0
SCGB1D2,147.85714299999998
PDGFA,147.71428600000002
LAMC1,147.571429
GHRH,147.571429
LARP4B,147.428571
HK1,147.428571
AQP7,147.428571
PRAMEF7,147.28571399999998
PDHB,147.28571399999998
FADS3,147.28571399999998
DNAI2,147.28571399999998
CRYM,147.28571399999998
ATP5PO,147.28571399999998
SLC5A9,147.14285700000002
DCTN2,147.14285700000002
XBP1,147.0
ALCAM,146.85714299999998
ZNF572,146.71428600000002
TUBB1,146.71428600000002
S100P,146.71428600000002
RP1,146.71428600000002
TRIM3,146.571429
TIMM10B,146.571429
RPS28,146.571429
NDUFA7,146.571429
FGD4,146.571429
CD320,146.571429
ARFIP2,146.571429
TRIM56,146.428571
VAV1,146.28571399999998
SH2D3A,146.28571399999998
NTF3,146.28571399999998
HMOX1,146.28571399999998
HIGD1A,146.28571399999998
ACKR2,146.28571399999998
CTSC,146.14285700000002
ULK4,146.0
TOX3,146.0
SYT7,146.0
EHD4,146.0
SSH1,145.85714299999998
ZNF503,145.71428600000002
SOX4,145.71428600000002
BRDT,145.571429
SLC23A2,145.428571
PERM1,145.428571
MAGEF1,145.428571
GINS3,145.428571
GBP1,145.428571
CCDC171,145.428571
POLR2E,145.28571399999998
LEKR1,145.28571399999998
GPX4,145.28571399999998
ELMO3,145.28571399999998
DNAH10,145.28571399999998
MBP,145.14285700000002
LBR,145.14285700000002
ETV4,145.14285700000002
AP1S1,145.14285700000002
MOCS2,145.0
CC2D2A,145.0
B3GAT2,145.0
RUBCN,144.85714299999998
ZNF667,144.71428600000002
SCD,144.71428600000002
RNF6,144.71428600000002
ZFAT,144.571429
TRAM2,144.571429
NUAK1,144.571429
CENPS-CORT,144.571429
CENPS,144.571429
MTM1,144.428571
DHRS12,144.428571
SPATA22,144.28571399999998
SLC7A5,144.28571399999998
PHRF1,144.28571399999998
ASPA,144.28571399999998
SUPT6H,144.14285700000002
SDF2,144.14285700000002
RPL32,144.14285700000002
PRKAR1B,144.14285700000002
APCS,144.14285700000002
OR6C70,144.0
KLHL2,144.0
IL34,144.0
ACADS,144.0
ZNF350,143.85714299999998
RANBP2,143.85714299999998
PPARGC1A,143.85714299999998
UBAP1L,143.71428600000002
TULP4,143.71428600000002
RPTOR,143.71428600000002
LRRC19,143.571429
CDC42EP4,143.571429
ZNF160,143.428571
ZBTB21,143.428571
UBN2,143.428571
SLC10A1,143.28571399999998
PTPN3,143.28571399999998
ASIC2,143.28571399999998
PDE4D,143.14285700000002
HNF1A,143.14285700000002
YWHAZ,143.0
STK40,143.0
SPP1,143.0
EPHX3,143.0
BIN1,142.85714299999998
ANKRD46,142.85714299999998
ZNF614,142.71428600000002
RAB11FIP1,142.71428600000002
NPAS1,142.571429
NGRN,142.571429
CRTC2,142.571429
CLEC2L,142.571429
CHD1,142.571429
UXS1,142.428571
SH3PXD2A,142.428571
ERMN,142.428571
OR4C15,142.28571399999998
ZFP37,142.14285700000002
RTL8C,142.14285700000002
RTL8B,142.14285700000002
ABLIM1,142.14285700000002
UBR5,142.0
SPZ1,142.0
CNOT11,141.85714299999998
ZC3H7B,141.71428600000002
RANGAP1,141.71428600000002
CD2BP2,141.71428600000002
ZNF665,141.571429
MRS2,141.571429
GPR150,141.571429
A2ML1,141.571429
SSTR2,141.428571
SRSF12,141.428571
SRD5A3,141.428571
PALMD,141.428571
FUS,141.428571
RPS10-NUDT3,141.28571399999998
RPS10,141.28571399999998
ESM1,141.28571399999998
C2CD2,141.28571399999998
PIGZ,141.14285700000002
PINK1,141.0
ZSWIM1,140.85714299999998
ST6GALNAC2,140.85714299999998
TAGLN2,140.71428600000002
PITPNM2,140.71428600000002
CASTOR3,140.71428600000002
ADCY10,140.71428600000002
PLEKHA5,140.571429
ACAP2,140.571429
RASGEF1C,140.428571
PPP1R2,140.428571
PGBD2,140.428571
FAM124B,140.428571
GID8,140.28571399999998
FAF1,140.28571399999998
DIDO1,140.28571399999998
IQSEC2,140.14285700000002
VHLL,140.0
SMG5,140.0
RASA1,140.0
NRROS,140.0
HOXB13,140.0
GLMP,140.0
RWDD2B,139.85714299999998
KCTD7,139.85714299999998
CTBP2,139.85714299999998
TUT1,139.71428600000002
THAP4,139.71428600000002
TBC1D17,139.71428600000002
PNKP,139.71428600000002
LY6K,139.71428600000002
LGALS7B,139.71428600000002
CPA2,139.71428600000002
AKT1S1,139.71428600000002
AARS2,139.71428600000002
FRMD4A,139.571429
SLCO1B7,139.428571
NPAT,139.428571
LOC112577592,139.428571
ATM,139.428571
RAD18,139.28571399999998
E2F8,139.28571399999998
ANKRD2,139.28571399999998
RNF170,139.14285700000002
ITGB4,139.14285700000002
HOOK3,139.14285700000002
SECISBP2,139.0
RBFOX2,139.0
OR8J3,139.0
KLF6,139.0
CKS2,139.0
ATAD3B,139.0
VN1R4,138.85714299999998
RPL30,138.71428600000002
CAPN8,138.71428600000002
SNURF,138.571429
OR2T5,138.571429
NDRG1,138.571429
EN1,138.571429
ALKAL2,138.571429
TRIT1,138.428571
TMEM106C,138.428571
SALL3,138.428571
PSMD9,138.428571
HPD,138.428571
FNBP1L,138.428571
SIKE1,138.28571399999998
PALLD,138.28571399999998
ID3,138.28571399999998
CORO1C,138.14285700000002
PRICKLE1,138.0
C4orf50,138.0
C1R,138.0
SLC45A4,137.85714299999998
SLC38A9,137.85714299999998
SLC35G3,137.85714299999998
EXD2,137.85714299999998
CACNA2D4,137.85714299999998
TBXAS1,137.71428600000002
PI15,137.71428600000002
GHITM,137.71428600000002
CCDC174,137.71428600000002
TSPEAR,137.571429
STK38L,137.571429
SLC16A2,137.571429
SLC12A3,137.428571
NUP35,137.428571
GPR137,137.428571
PRDX4,137.14285700000002
PHB2,137.14285700000002
TTC5,137.0
TAF1B,137.0
SPATA18,137.0
SEC14L5,137.0
ZIC3,136.85714299999998
PAX6,136.85714299999998
CLGN,136.85714299999998
MTG2,136.71428600000002
GP5,136.71428600000002
SLC32A1,136.571429
HCAR3,136.571429
HCAR2,136.571429
GIP,136.571429
EBF1,136.571429
DCK,136.571429
PSTPIP2,136.428571
OSGEPL1,136.428571
EMC8,136.428571
COX4I1,136.428571
PRR13,136.28571399999998
NECTIN4,136.28571399999998
TUBB4A,136.14285700000002
TLE3,136.14285700000002
MAGEA10-MAGEA5,136.14285700000002
MAGEA10,136.14285700000002
UCP2,136.0
UBXN2A,136.0
TAFA3,136.0
POMC,136.0
SLC25A24,135.85714299999998
PLLP,135.85714299999998
CLEC6A,135.85714299999998
ZNF486,135.71428600000002
SOX6,135.571429
RPL41,135.571429
PA2G4,135.571429
MTFR1,135.571429
SNX3,135.428571
ZNF562,135.28571399999998
ZNF532,135.28571399999998
TNC,135.28571399999998
S100Z,135.28571399999998
KLHL24,135.28571399999998
SNRNP70,135.14285700000002
NFIB,135.14285700000002
MAT2B,135.14285700000002
KLHL6,135.14285700000002
KCNA7,135.14285700000002
ARRDC2,135.14285700000002
LYPD1,135.0
ITGB1,135.0
FAM71F2,135.0
PPCDC,134.85714299999998
INPP5F,134.85714299999998
CCN3,134.85714299999998
LOC101059915,134.71428600000002
ATP6V0A1,134.71428600000002
SAYSD1,134.571429
ALPL,134.571429
ZNF524,134.428571
SLC2A3,134.428571
FIZ1,134.428571
CSRNP1,134.428571
ITPRID1,134.28571399999998
CFDP1,134.28571399999998
RPGRIP1L,134.14285700000002
FTO,134.14285700000002
TLR8,134.0
SLC2A14,134.0
KNSTRN,134.0
EFHC1,133.85714299999998
CD9,133.85714299999998
STX3,133.71428600000002
ZBTB45,133.428571
ST7,133.428571
TLR7,133.28571399999998
PGAM1,133.14285700000002
FNIP2,133.14285700000002
FAM236D,133.14285700000002
FAM236C,133.14285700000002
TBCB,132.85714299999998
POLR2I,132.85714299999998
OVOL3,132.85714299999998
GABRB3,132.85714299999998
RBM5,132.71428600000002
KRT18,132.71428600000002
SEC63,132.571429
PALB2,132.571429
DCTN5,132.571429
CDX2,132.571429
LZTFL1,132.28571399999998
PHC2,132.14285700000002
MKRN1,132.14285700000002
GAS1,132.14285700000002
FIBP,132.14285700000002
CTSW,132.14285700000002
CCDC85B,132.14285700000002
ABHD12,132.14285700000002
PGP,132.0
GAS6,132.0
F11R,132.0
E4F1,132.0
CPNE8,132.0
BRICD5,132.0
ACSBG2,132.0
PPP4R4,131.85714299999998
MERTK,131.85714299999998
CTSS,131.85714299999998
ARHGAP28,131.85714299999998
ZNF14,131.71428600000002
MICU3,131.71428600000002
RBM3,131.571429
KCNF1,131.571429
H4C8,131.571429
H3C8,131.571429
H2BC10,131.571429
CCDC57,131.571429
TUBG2,131.428571
TALDO1,131.428571
RNASE6,131.428571
TULP2,131.28571399999998
NUCB1,131.28571399999998
CUEDC1,131.28571399999998
CD248,131.28571399999998
OR6S1,131.14285700000002
NUAK2,131.14285700000002
CLIC4,131.0
ZNF506,130.85714299999998
SLC14A2,130.85714299999998
SLC66A2,130.71428600000002
HSBP1L1,130.71428600000002
DLC1,130.71428600000002
DENND1B,130.71428600000002
LTBP1,130.571429
BMP7,130.571429
B4GALNT2,130.571429
SLC25A42,130.428571
MGAM2,130.14285700000002
FBXO40,130.0
DDX60,130.0
SRSF7,129.85714299999998
KLK14,129.85714299999998
GOLGA6A,129.85714299999998
AMMECR1,129.85714299999998
SH2B1,129.71428600000002
MICAL3,129.71428600000002
SLC35E4,129.571429
MDFI,129.428571
SH3TC2,129.28571399999998
GIMAP5,129.28571399999998
NCKAP1L,129.14285700000002
CCDC167,129.14285700000002
MAVS,129.0
KIF5A,129.0
CASP8,129.0
ATP8B2,129.0
AQP10,129.0
TPCN2,128.85714299999998
SMAGP,128.85714299999998
SLC25A38,128.85714299999998
PRSS47,128.85714299999998
PLA1A,128.85714299999998
C10orf99,128.85714299999998
UACA,128.71428600000002
RNASET2,128.71428600000002
PLGLB2,128.71428600000002
PLGLB1,128.71428600000002
NIT2,128.71428600000002
MAP3K15,128.71428600000002
ARID5B,128.71428600000002
CDK5RAP2,128.571429
NANOS2,128.28571399999998
MYPOP,128.28571399999998
UBQLNL,128.0
UBQLN3,128.0
CCL3L3,128.0
CCL3L1,128.0
CCL3,128.0
SLC41A1,127.857143
DPP6,127.857143
CCDC91,127.71428600000002
SERPINH1,127.42857099999999
MAMDC2,127.42857099999999
AMOTL2,127.42857099999999
MED10,127.28571399999998
CPS1,127.28571399999998
NCDN,127.142857
KIAA0319L,127.142857
AP2B1,127.142857
SCGB3A2,127.0
PHF11,127.0
ELMO1,127.0
LMLN2,126.71428600000002
TRIM64B,126.57142900000001
PPP4R3B,126.57142900000001
PDE8B,126.57142900000001
IL1F10,126.57142900000001
TTYH3,126.42857099999999
RNF145,126.42857099999999
NDUFS2,126.42857099999999
MORF4L1,126.42857099999999
MEST,126.42857099999999
ADAMTS4,126.42857099999999
ZMIZ2,126.142857
PIGX,126.142857
FKBP1A,126.142857
CEP19,126.142857
MYCL,126.0
DHX33,126.0
KCND3,125.857143
FRMPD1,125.857143
ADD3,125.71428600000002
ZNF879,125.57142900000001
NNAT,125.57142900000001
BLCAP,125.57142900000001
ZNF445,125.42857099999999
ZCCHC4,125.42857099999999
ARHGAP19,125.42857099999999
ZNF3,125.28571399999998
SRSF10,125.28571399999998
IP6K1,125.28571399999998
COPS6,125.28571399999998
CDHR4,125.28571399999998
CCDC138,125.28571399999998
PLAUR,125.142857
MRLN,125.142857
ITGB3,125.142857
EGR3,125.142857
HOXA9,125.0
HOXA7,125.0
HOXA6,125.0
C20orf202,125.0
ARHGAP42,125.0
ARHGAP33,125.0
INO80D,124.71428600000002
GRM4,124.71428600000002
GRAMD1C,124.71428600000002
CDC7,124.57142900000001
CCNJ,124.57142900000001
ARMC7,124.57142900000001
USP39,124.28571399999998
TMEM150A,124.28571399999998
SPANXN5,124.28571399999998
RNF181,124.28571399999998
C2orf68,124.28571399999998
WNK4,124.142857
VPS25,124.142857
RNPEP,124.142857
PYDC2,124.142857
MCF2L,124.142857
KRT34,124.142857
KRT31,124.142857
SASH1,124.0
NPL,124.0
G3BP2,124.0
CCSER2,124.0
ACTR5,124.0
ZNF396,123.857143
ACTR3C,123.857143
TMEM160,123.71428600000002
PRAMEF10,123.71428600000002
PLCB2,123.71428600000002
INAFM2,123.71428600000002
FILIP1,123.57142900000001
SIRPB1,123.42857099999999
DIXDC1,123.42857099999999
CASTOR2,123.42857099999999
POLL,123.28571399999998
DPCD,123.28571399999998
ANKK1,123.28571399999998
TCP11L2,123.142857
S100A9,123.142857
PPP5C,123.142857
C9orf85,123.142857
ZNF589,123.0
SPHK2,123.0
RPL18,123.0
RIMKLB,123.0
NUP62,123.0
IL4I1,123.0
EMP1,123.0
EGLN1,123.0
ATF5,123.0
TET1,122.857143
OR5B3,122.857143
NFU1,122.857143
LIPC,122.71428600000002
ABHD11,122.71428600000002
TCF20,122.57142900000001
FBLN7,122.57142900000001
DEFB108B,122.42857099999999
AAMP,122.42857099999999
INHBB,122.28571399999998
HMOX2,122.28571399999998
GUK1,122.28571399999998
GJC2,122.28571399999998
DIO3,122.28571399999998
ANKRD55,122.28571399999998
TBC1D9,122.142857
STOML3,122.142857
HADH,122.142857
SMIM11B,122.0
SMIM11A,122.0
KCNE2,122.0
JPH4,122.0
AP1G2,122.0
TMEM231,121.857143
DACT2,121.857143
SLC35F6,121.71428600000002
PRR20G,121.71428600000002
GAPDH,121.71428600000002
PODXL,121.57142900000001
CLYBL,121.57142900000001
ARFGEF2,121.57142900000001
RIPOR2,121.42857099999999
CRH,121.42857099999999
SRCIN1,121.28571399999998
KIF5C,121.28571399999998
WDR92,121.142857
SCML4,121.142857
PNO1,121.142857
CCN2,121.142857
RPS6KA1,121.0
KIF16B,121.0
GRM3,121.0
CCNB1,121.0
SULT6B1,120.857143
SBK3,120.857143
SBK2,120.857143
CEBPZOS,120.857143
ZFP42,120.71428600000002
LGR6,120.71428600000002
TSKU,120.57142900000001
FOXN3,120.57142900000001
RHOBTB2,120.42857099999999
OR5AR1,120.42857099999999
CACNA1D,120.42857099999999
PLA2G6,120.28571399999998
GAPDHS,120.28571399999998
RASAL2,120.142857
PIM1,120.142857
MX2,120.142857
NPPB,120.0
NPPA,120.0
IL1R1,120.0
GSDMA,120.0
PTGFRN,119.857143
GRAP2,119.857143
EIF2AK2,119.71428600000002
C1orf105,119.71428600000002
RAI14,119.57142900000001
PDIA6,119.57142900000001
REEP6,119.42857099999999
PCSK4,119.42857099999999
LMAN1L,119.42857099999999
FOXJ1,119.42857099999999
DNMT3L,119.42857099999999
CPLX3,119.42857099999999
COL1A2,119.42857099999999
LRRN1,119.28571399999998
STIM2,119.142857
SLAMF9,119.142857
METRN,119.142857
IGSF9,119.142857
FBXL16,119.142857
EIF2AK1,119.142857
CAPN3,119.142857
ANTKMT,119.142857
KIAA1324,119.0
ISOC1,119.0
EBF2,119.0
DNAJC22,119.0
CELF2,119.0
BAHCC1,119.0
FGF4,118.857143
FAM180A,118.857143
RPSA,118.71428600000002
HNRNPL,118.71428600000002
HASPIN,118.71428600000002
ZNF75D,118.57142900000001
SERTAD3,118.57142900000001
LIPH,118.57142900000001
ETDC,118.57142900000001
EEPD1,118.57142900000001
ALG14,118.57142900000001
ISOC2,118.42857099999999
RPRM,118.28571399999998
NF2,118.28571399999998
KDM4C,118.28571399999998
HAAO,118.28571399999998
FMN2,118.28571399999998
C5orf46,118.28571399999998
ZSWIM6,118.142857
GOLGA6C,118.142857
CD53,118.142857
ITGA6,118.0
ADAMTS9,118.0
CHRDL2,117.857143
AVPI1,117.857143
APP,117.857143
RPS11,117.71428600000002
MGAT5,117.57142900000001
CNTN4,117.57142900000001
CDH4,117.42857099999999
CCDC186,117.42857099999999
PSEN2,117.142857
SPAM1,117.0
LZTS3,117.0
HEYL,117.0
GOLGA6B,117.0
ZNF317,116.857143
PYROXD2,116.857143
OR7G3,116.857143
NCR1,116.857143
SQSTM1,116.71428600000002
MGAT4B,116.71428600000002
HOXC11,116.71428600000002
HOXC10,116.71428600000002
PTPRF,116.57142900000001
TRIM71,116.42857099999999
UBL7,116.28571399999998
SEMA5B,116.28571399999998
OR2M7,116.28571399999998
ENHO,116.28571399999998
TSPAN9,116.142857
OR2S2,116.142857
HLA-DRB1,116.142857
ZNF143,115.857143
PLEKHG4B,115.857143
AEBP1,115.857143
SAV1,115.71428600000002
OR5K3,115.71428600000002
MORC4,115.71428600000002
DPF2,115.71428600000002
DEFA1B,115.71428600000002
DEFA1,115.71428600000002
ZNF583,115.57142900000001
ZNF582,115.57142900000001
RNF43,115.57142900000001
ELOVL6,115.42857099999999
ZNF611,115.28571399999998
RABGAP1,115.28571399999998
IDO1,115.28571399999998
TRIL,115.142857
TNFSF9,115.142857
MCTS1,115.142857
PCYOX1,115.0
ACKR3,115.0
LRIT3,114.857143
KLK13,114.857143
CAVIN1,114.857143
AOPEP,114.857143
RAB29,114.71428600000002
IQGAP2,114.71428600000002
ERBB3,114.71428600000002
LPAR6,114.57142900000001
HBP1,114.57142900000001
FNDC7,114.57142900000001
CNTN1,114.57142900000001
TRIB3,114.42857099999999
KALRN,114.42857099999999
ASNSD1,114.42857099999999
ASDURF,114.42857099999999
ART3,114.42857099999999
HELZ,114.28571399999998
ZNF354B,114.142857
ZNF260,114.142857
TSKS,114.142857
SEMA3G,114.142857
MOGAT2,114.142857
AP2A1,114.142857
SMOX,114.0
RHOXF2B,114.0
RHOXF2,114.0
MYOF,113.857143
GTF2A1L,113.71428600000002
FAM200B,113.71428600000002
ZNF718,113.57142900000001
TNP1,113.57142900000001
ATP12A,113.57142900000001
ARSD,113.57142900000001
PREPL,113.42857099999999
PGLYRP4,113.42857099999999
LAMA1,113.42857099999999
CAMKMT,113.42857099999999
INSYN1,113.28571399999998
FAM122C,113.28571399999998
FAM122B,113.28571399999998
LPP,113.142857
LOXL3,113.142857
DOK1,113.142857
SRPK2,113.0
NCKAP5,113.0
CSHL1,113.0
URM1,112.857143
SHLD1,112.857143
RHOB,112.857143
IL1A,112.857143
ZBTB18,112.71428600000002
FOXC1,112.71428600000002
ESR2,112.71428600000002
BCL2L11,112.71428600000002
PRR15,112.57142900000001
EIF4EBP2,112.42857099999999
TRPC5,112.28571399999998
SP8,112.28571399999998
RTL4,112.28571399999998
RBL2,112.28571399999998
OGA,112.28571399999998
F2,112.28571399999998
UNC79,112.142857
SLC25A44,112.0
PRAMEF8,112.0
PKD1L1,112.0
ALG1L2,112.0
TRIML2,111.857143
RHOC,111.857143
NRCAM,111.857143
ZNF43,111.71428600000002
MEIS1,111.71428600000002
GARS1,111.71428600000002
ETV6,111.71428600000002
DNPEP,111.71428600000002
SPAG4,111.57142900000001
RASSF8,111.42857099999999
SFRP1,111.28571399999998
SEC23A,111.28571399999998
KIF3B,111.28571399999998
IFIT2,111.28571399999998
GEMIN2,111.28571399999998
ADGRG1,111.28571399999998
ZNF695,111.0
ONECUT2,111.0
FAM214B,111.0
ZYG11A,110.857143
IGF2BP2,110.857143
FAM171A1,110.857143
CALML3,110.857143
OTUD7B,110.71428600000002
PUS1,110.57142900000001
GATA4,110.57142900000001
BCL2L13,110.57142900000001
PRELP,110.42857099999999
OARD1,110.42857099999999
CLN6,110.42857099999999
BROX,110.28571399999998
AIDA,110.28571399999998
WWC1,110.142857
UNC5B,110.142857
UBAP2,110.142857
NME1-NME2,110.142857
NME1,110.142857
NAXD,110.142857
GLS2,110.142857
ZBED5,110.0
KCTD2,110.0
CGNL1,110.0
ATP5PD,110.0
MME,109.857143
GNAS,109.857143
RAB7B,109.71428600000002
GADD45G,109.71428600000002
PIGC,109.57142900000001
NPB,109.57142900000001
ANAPC11,109.57142900000001
ALYREF,109.57142900000001
SPATA31E1,109.42857099999999
PTCD3,109.42857099999999
POLR1A,109.42857099999999
MKRN3,109.42857099999999
MIDEAS,109.42857099999999
HTR2A,109.42857099999999
GSPT1,109.42857099999999
DNTT,109.28571399999998
C9orf64,109.28571399999998
ZC3HC1,109.142857
WDR20,109.142857
RIIAD1,109.142857
HSP90AA1,109.142857
FKBP11,109.142857
CELF3,109.142857
ARSJ,109.142857
VMAC,109.0
NDUFA11,109.0
LAX1,109.0
CDHR3,109.0
CAPS,109.0
TOP3B,108.857143
ANXA3,108.857143
PRPF8,108.71428600000002
H2AB3,108.71428600000002
H2AB2,108.71428600000002
H2AB1,108.71428600000002
F8A3,108.71428600000002
F8A2,108.71428600000002
F8A1,108.71428600000002
F8,108.71428600000002
CGN,108.71428600000002
ARID2,108.71428600000002
TAGLN3,108.42857099999999
SH2D4B,108.42857099999999
MS4A13,108.42857099999999
ZBTB25,108.28571399999998
ZBTB1,108.28571399999998
RBPMS,108.28571399999998
ENTPD1,108.142857
DNAJC3,108.142857
SGK1,108.0
RPRD1A,108.0
GINS1,107.857143
TOR3A,107.71428600000002
TLK1,107.71428600000002
CDO1,107.71428600000002
CCN6,107.71428600000002
AMACR,107.71428600000002
AGMO,107.71428600000002
SGO1,107.57142900000001
ITSN1,107.57142900000001
CRYZL1,107.57142900000001
ZFYVE21,107.42857099999999
XRCC3,107.42857099999999
TIMMDC1,107.42857099999999
TGM6,107.42857099999999
SLC25A29,107.42857099999999
VGLL4,107.28571399999998
PHB,107.28571399999998
RNF175,107.142857
CRB3,107.142857
ZFC3H1,107.0
VAMP1,107.0
THAP2,107.0
SERPINB9,107.0
MOB3A,107.0
KAT8,107.0
IZUMO4,107.0
EIF3C,107.0
CABYR,107.0
C1orf100,107.0
TRAPPC6A,106.857143
OR2T29,106.857143
GLRX,106.857143
BLOC1S3,106.857143
BEST1,106.857143
ALPI,106.857143
MDK,106.71428600000002
ZC3H12B,106.57142900000001
TIMM50,106.57142900000001
MMP7,106.57142900000001
C15orf39,106.57142900000001
ACOXL,106.57142900000001
SPACA5B,106.42857099999999
THEGL,106.28571399999998
SMARCA5,106.28571399999998
BMP8A,106.28571399999998
SMIM19,106.142857
SLC20A2,106.142857
CCAR2,106.142857
BLM,106.142857
PRRC2B,106.0
PLBD1,106.0
CERS4,106.0
ZNF841,105.857143
SEPHS2,105.857143
PLOD2,105.857143
JAK2,105.857143
DAGLB,105.857143
RGL1,105.71428600000002
IL20RB,105.71428600000002
CDHR1,105.71428600000002
SLIT3,105.57142900000001
NELFA,105.57142900000001
FIGNL2,105.57142900000001
CDH5,105.57142900000001
C8A,105.57142900000001
LRRTM2,105.42857099999999
CTNNA1,105.42857099999999
CHAC1,105.42857099999999
OLIG1,105.28571399999998
LDAH,105.28571399999998
BTBD10,105.28571399999998
GGTLC3,105.142857
PRR5L,105.0
PRAMEF17,105.0
PROSER2,104.85714300000001
MALSU1,104.85714300000001
CRYGC,104.85714300000001
SYCP2,104.714286
SNRPE,104.714286
PPP1R3D,104.714286
FAM217B,104.714286
ZACN,104.57142900000001
GCNT2,104.57142900000001
GALR2,104.57142900000001
DCAF8L1,104.57142900000001
BCORL1,104.57142900000001
TRIM28,104.42857099999999
PGAP6,104.42857099999999
OBSL1,104.42857099999999
INHA,104.42857099999999
ZNF536,104.285714
TMEM53,104.285714
TFAP2A,104.285714
STARD4,104.285714
KDM4E,104.285714
HAPLN1,104.285714
ARMH1,104.285714
ARID3B,104.285714
TUSC3,104.14285699999999
PADI6,104.14285699999999
HSPE1-MOB4,104.14285699999999
HSPE1,104.14285699999999
HSPD1,104.14285699999999
C8orf89,104.14285699999999
UPRT,104.0
MMP25,104.0
HERC5,104.0
ETV1,104.0
CELF1,104.0
CCDC149,104.0
BICDL2,104.0
TRIML1,103.85714300000001
SLC35A2,103.85714300000001
RNF180,103.714286
NME9,103.714286
GUCY2C,103.714286
GRHL2,103.714286
ARHGEF15,103.714286
SLC48A1,103.42857099999999
RAPGEF3,103.42857099999999
PXDC1,103.42857099999999
OR2T11,103.42857099999999
GPR135,103.42857099999999
DEDD,103.42857099999999
TMEM202,103.285714
THOC5,103.285714
TERF2IP,103.285714
KARS1,103.285714
CBR3,103.285714
BEAN1,103.285714
ARPC5,103.285714
ZNF775,103.14285699999999
SORBS2,103.14285699999999
GAN,103.14285699999999
DPH7,103.14285699999999
C6orf132,103.14285699999999
ZMAT3,103.0
SLC31A2,103.0
LFNG,103.0
HMGB1,103.0
CPT2,103.0
KCTD15,102.85714300000001
C9orf92,102.85714300000001
SAPCD1,102.714286
PIPOX,102.714286
CREB5,102.714286
RASSF5,102.57142900000001
MTA2,102.57142900000001
GPR82,102.57142900000001
DUSP1,102.57142900000001
TCP11,102.42857099999999
TCEA2,102.42857099999999
SOX18,102.42857099999999
MRPL38,102.42857099999999
ZNF696,102.285714
SPRY2,102.285714
SLX4IP,102.285714
MKKS,102.285714
ATF7IP,102.285714
ZNF600,102.14285699999999
ZNF429,102.14285699999999
