Target_genes	SOX17|Average	SRX702102|hESC_derived_mesendodermal_cells	SRX702103|hESC_derived_mesendodermal_cells	SRX702104|hESC_derived_mesendodermal_cells	SRX702101|hESC_HUES64	SRX5771670|Tcam-2	SRX5771672|Tcam-2	SRX5771674|Tcam-2	STRING
CASTOR3	140.714286	0	0	153	0	276	319	237	0
ADCY10	140.714286	0	0	0	0	471	268	246	0
PLEKHA5	140.571429	0	0	0	0	471	294	219	0
ACAP2	140.571429	0	0	0	0	495	324	165	0
RASGEF1C	140.428571	0	0	0	0	421	375	187	0
PPP1R2	140.428571	0	0	0	0	364	334	285	0
PGBD2	140.428571	0	0	0	0	327	265	391	0
FAM124B	140.428571	0	0	0	0	439	327	217	0
GID8	140.285714	0	0	0	0	465	288	229	0
FAF1	140.285714	0	0	0	0	426	304	252	0
DIDO1	140.285714	0	0	0	0	465	288	229	0
IQSEC2	140.142857	0	0	0	0	433	226	322	0
VHLL	140.000000	0	0	0	0	472	278	230	0
SMG5	140.000000	0	0	0	0	472	278	230	0
RASA1	140.000000	0	0	0	0	384	338	258	0
NRROS	140.000000	0	0	0	0	352	356	272	0
HOXB13	140.000000	0	0	0	0	488	301	191	0
GLMP	140.000000	0	0	0	0	472	278	230	0
RWDD2B	139.857143	0	0	0	0	388	300	291	0
KCTD7	139.857143	0	0	0	0	446	274	259	0
CTBP2	139.857143	0	0	0	0	401	368	210	0
TUT1	139.714286	0	0	0	0	405	339	234	0
THAP4	139.714286	0	182	127	160	377	132	0	0
TBC1D17	139.714286	0	258	192	192	208	128	0	0
PNKP	139.714286	0	258	192	192	208	128	0	0
LY6K	139.714286	0	0	0	0	467	260	251	0
LGALS7B	139.714286	0	0	0	0	536	178	264	0
CPA2	139.714286	0	0	0	0	462	277	239	0
AKT1S1	139.714286	0	258	192	192	208	128	0	0
AARS2	139.714286	0	0	0	0	492	229	257	0
FRMD4A	139.571429	0	0	0	0	438	255	284	0
SLCO1B7	139.428571	0	0	0	0	404	275	297	0
NPAT	139.428571	0	0	0	0	385	268	323	0
LOC112577592	139.428571	0	0	0	0	505	258	213	0
ATM	139.428571	0	0	0	0	385	268	323	0
RAD18	139.285714	0	0	0	0	407	314	254	0
E2F8	139.285714	0	0	0	0	498	313	164	0
ANKRD2	139.285714	0	0	0	0	367	284	324	0
RNF170	139.142857	0	0	0	0	408	304	262	0
ITGB4	139.142857	0	0	0	0	357	299	318	0
HOOK3	139.142857	0	0	0	0	408	304	262	0
SECISBP2	139.000000	0	0	0	0	309	431	233	0
RBFOX2	139.000000	0	0	0	0	521	272	180	0
OR8J3	139.000000	0	0	0	0	407	214	352	0
KLF6	139.000000	0	0	0	0	439	301	233	0
CKS2	139.000000	0	0	0	0	309	431	233	0
ATAD3B	139.000000	0	0	0	0	391	399	183	0
VN1R4	138.857143	0	0	0	0	403	269	300	0
RPL30	138.714286	0	0	0	0	376	304	291	0
CAPN8	138.714286	0	0	0	0	413	322	236	0
SNURF	138.571429	0	0	0	0	423	296	251	0
OR2T5	138.571429	0	0	0	0	441	296	233	0
NDRG1	138.571429	0	0	0	0	452	317	201	0
EN1	138.571429	0	0	0	0	392	386	192	0
ALKAL2	138.571429	0	0	0	0	391	319	260	0
TRIT1	138.428571	0	0	0	0	454	273	242	0
TMEM106C	138.428571	0	0	0	0	427	230	312	0
SALL3	138.428571	0	0	0	0	471	320	178	0
PSMD9	138.428571	0	0	0	0	502	320	147	0
HPD	138.428571	0	0	0	0	502	320	147	0
FNBP1L	138.428571	0	0	0	0	492	265	212	0
SIKE1	138.285714	0	0	0	0	271	378	319	0
PALLD	138.285714	0	0	0	0	523	248	197	0
ID3	138.285714	0	0	0	0	464	288	216	0
CORO1C	138.142857	0	0	0	0	504	311	152	0
PRICKLE1	138.000000	0	0	0	0	387	256	323	0
C4orf50	138.000000	0	0	0	0	402	240	324	0
C1R	138.000000	0	0	0	0	504	300	162	0
SLC45A4	137.857143	0	0	0	0	345	313	307	0
SLC38A9	137.857143	0	0	0	0	350	268	347	0
SLC35G3	137.857143	0	0	0	0	323	280	362	0
EXD2	137.857143	0	0	0	0	438	284	243	0
CACNA2D4	137.857143	0	0	0	0	385	348	232	0
TBXAS1	137.714286	0	0	157	0	307	241	259	0
PI15	137.714286	0	0	0	0	500	289	175	0
GHITM	137.714286	0	333	219	292	120	0	0	0
CCDC174	137.714286	0	261	200	299	204	0	0	0
TSPEAR	137.571429	0	0	0	0	396	262	305	0
STK38L	137.571429	0	0	0	0	470	326	167	0
SLC16A2	137.571429	0	0	0	0	415	224	324	0
SLC12A3	137.428571	0	0	0	0	394	265	303	0
NUP35	137.428571	0	191	152	0	330	131	158	0
GPR137	137.428571	0	231	187	0	283	102	159	0
PRDX4	137.142857	0	0	0	0	439	281	240	0
PHB2	137.142857	0	0	139	0	371	177	273	0
TTC5	137.000000	0	0	0	0	336	311	312	0
TAF1B	137.000000	0	0	0	0	287	313	359	0
SPATA18	137.000000	0	0	0	0	475	339	145	0
SEC14L5	137.000000	0	0	0	0	396	336	227	0
ZIC3	136.857143	0	0	0	0	370	344	244	0
PAX6	136.857143	0	0	0	0	480	296	182	0
CLGN	136.857143	0	0	0	0	397	281	280	0
MTG2	136.714286	0	0	0	0	439	294	224	0
GP5	136.714286	0	0	0	0	390	286	281	0
SLC32A1	136.571429	0	0	0	0	421	315	220	0
HCAR3	136.571429	0	0	0	0	320	284	352	0
HCAR2	136.571429	0	0	0	0	320	284	352	0
GIP	136.571429	0	100	0	0	269	256	331	0
EBF1	136.571429	0	0	0	0	446	278	232	0
DCK	136.571429	0	0	0	0	434	271	251	0
PSTPIP2	136.428571	0	0	0	0	345	346	264	0
OSGEPL1	136.428571	0	0	0	0	436	251	268	0
EMC8	136.428571	0	0	0	0	409	282	264	0
COX4I1	136.428571	0	0	0	0	409	282	264	0
PRR13	136.285714	0	0	0	0	355	380	219	0
NECTIN4	136.285714	0	0	0	0	374	335	245	0
TUBB4A	136.142857	0	0	0	0	358	248	347	0
TLE3	136.142857	0	0	0	0	521	223	209	0
MAGEA10-MAGEA5	136.142857	0	0	0	0	376	279	298	0
MAGEA10	136.142857	0	0	0	0	376	279	298	0
UCP2	136.000000	0	0	0	0	295	400	257	0
UBXN2A	136.000000	0	0	0	0	526	223	203	0
TAFA3	136.000000	0	0	0	0	428	245	279	0
POMC	136.000000	0	0	0	0	487	223	242	0
SLC25A24	135.857143	0	0	0	0	476	332	143	0
PLLP	135.857143	0	0	0	0	348	242	361	0
CLEC6A	135.857143	0	0	0	0	377	228	346	0
ZNF486	135.714286	0	0	0	0	451	301	198	0
SOX6	135.571429	0	0	0	0	357	364	228	0
RPL41	135.571429	0	0	0	0	381	323	245	0
PA2G4	135.571429	0	0	0	0	381	323	245	0
MTFR1	135.571429	0	0	0	0	359	214	376	0
SNX3	135.428571	0	0	0	0	357	262	329	0
ZNF562	135.285714	0	0	0	0	450	220	277	0
ZNF532	135.285714	0	0	106	0	376	304	161	0
TNC	135.285714	0	0	0	0	474	295	178	0
S100Z	135.285714	0	0	0	0	454	246	247	0
KLHL24	135.285714	0	0	0	0	427	282	238	0
SNRNP70	135.142857	0	0	0	0	381	296	269	0
NFIB	135.142857	0	0	0	0	386	304	256	0
MAT2B	135.142857	0	0	0	0	469	252	225	0
KLHL6	135.142857	0	0	0	0	503	290	153	0
KCNA7	135.142857	0	0	0	0	381	296	269	0
ARRDC2	135.142857	0	0	0	0	343	243	360	0
LYPD1	135.000000	0	0	0	0	392	280	273	0
ITGB1	135.000000	0	0	0	0	425	279	241	0
FAM71F2	135.000000	0	0	0	0	424	301	220	0
PPCDC	134.857143	0	0	0	0	454	241	249	0
INPP5F	134.857143	0	0	0	0	458	277	209	0
CCN3	134.857143	0	0	0	0	369	331	244	0
LOC101059915	134.714286	0	0	0	0	307	327	309	0
ATP6V0A1	134.714286	0	0	0	0	321	303	319	0
SAYSD1	134.571429	0	0	134	0	426	250	132	0
ALPL	134.571429	0	0	0	0	375	254	313	0
ZNF524	134.428571	0	296	192	178	145	0	130	0
SLC2A3	134.428571	0	0	0	0	434	325	182	0
FIZ1	134.428571	0	296	192	178	145	0	130	0
CSRNP1	134.428571	0	218	0	0	386	168	169	0
ITPRID1	134.285714	0	0	0	0	340	393	207	0
CFDP1	134.285714	0	0	0	0	299	319	322	0
RPGRIP1L	134.142857	0	0	0	0	379	226	334	0
FTO	134.142857	0	0	0	0	379	226	334	0
TLR8	134.000000	0	0	0	0	416	232	290	0
SLC2A14	134.000000	0	0	0	0	362	224	352	0
KNSTRN	134.000000	0	290	243	284	121	0	0	0
EFHC1	133.857143	0	0	0	0	368	304	265	0
CD9	133.857143	0	0	0	0	403	266	268	0
STX3	133.714286	0	0	0	0	391	289	256	0
ZBTB45	133.428571	0	102	0	0	341	257	234	0
ST7	133.428571	0	0	0	0	402	346	186	0
TLR7	133.285714	0	0	0	0	399	280	254	0
PGAM1	133.142857	0	0	0	0	417	259	256	0
FNIP2	133.142857	0	0	0	0	431	240	261	0
FAM236D	133.142857	0	0	0	0	414	321	197	0
FAM236C	133.142857	0	0	0	0	414	321	197	0
TBCB	132.857143	0	0	0	0	450	339	141	0
POLR2I	132.857143	0	0	0	0	450	339	141	0
OVOL3	132.857143	0	0	0	0	450	339	141	0
GABRB3	132.857143	0	0	0	0	382	296	252	0
RBM5	132.714286	0	0	0	0	332	180	417	0
KRT18	132.714286	0	0	0	0	339	308	282	0
SEC63	132.571429	0	0	0	0	348	302	278	0
PALB2	132.571429	0	0	0	0	402	251	275	0
DCTN5	132.571429	0	0	0	0	402	251	275	0
CDX2	132.571429	0	0	224	0	269	252	183	0
LZTFL1	132.285714	0	0	0	0	409	316	201	0
PHC2	132.142857	0	0	0	0	314	307	304	0
MKRN1	132.142857	0	0	0	0	396	303	226	0
GAS1	132.142857	0	0	0	0	510	278	137	0
FIBP	132.142857	0	0	0	0	445	190	290	0
CTSW	132.142857	0	0	0	0	445	190	290	0
CCDC85B	132.142857	0	0	0	0	445	190	290	0
ABHD12	132.142857	0	0	170	0	380	195	180	0
PGP	132.000000	0	0	0	0	305	257	362	0
GAS6	132.000000	0	0	0	0	327	335	262	0
F11R	132.000000	0	0	0	0	354	228	342	0
E4F1	132.000000	0	0	0	0	305	257	362	0
CPNE8	132.000000	0	0	0	0	447	284	193	0
BRICD5	132.000000	0	0	0	0	305	257	362	0
ACSBG2	132.000000	0	0	0	0	378	305	241	0
PPP4R4	131.857143	0	0	0	0	424	312	187	0
MERTK	131.857143	0	0	0	0	356	337	230	0
CTSS	131.857143	0	0	0	0	405	317	201	0
ARHGAP28	131.857143	0	0	0	0	428	195	300	0
ZNF14	131.714286	0	0	0	0	421	220	281	0
MICU3	131.714286	0	0	0	0	393	302	227	0
RBM3	131.571429	0	0	0	0	332	308	281	0
KCNF1	131.571429	0	0	0	0	390	266	265	0
H4C8	131.571429	0	0	0	0	413	325	183	0
H3C8	131.571429	0	0	0	0	413	325	183	0
H2BC10	131.571429	0	0	0	0	413	325	183	0
CCDC57	131.571429	0	0	0	0	385	263	273	0
TUBG2	131.428571	0	0	0	0	449	225	246	0
TALDO1	131.428571	0	0	0	0	375	322	223	0
RNASE6	131.428571	0	0	0	0	312	270	338	0
TULP2	131.285714	0	0	0	0	382	289	248	0
NUCB1	131.285714	0	0	0	0	382	289	248	0
CUEDC1	131.285714	0	0	0	0	436	277	206	0
CD248	131.285714	0	0	0	0	459	198	262	0
OR6S1	131.142857	0	0	0	0	415	274	229	0
NUAK2	131.142857	0	0	0	0	478	253	187	0
CLIC4	131.000000	0	0	0	0	316	260	341	0
ZNF506	130.857143	0	0	0	0	440	283	193	0
SLC14A2	130.857143	0	0	0	0	489	231	196	0
SLC66A2	130.714286	0	0	0	0	367	302	246	0
HSBP1L1	130.714286	0	0	0	0	367	302	246	0
DLC1	130.714286	0	0	0	0	419	271	225	0
DENND1B	130.714286	0	0	0	0	389	397	129	0
LTBP1	130.571429	0	0	0	0	445	269	200	0
BMP7	130.571429	0	0	0	0	408	369	137	0
B4GALNT2	130.571429	0	0	0	0	383	285	246	0
SLC25A42	130.428571	0	0	0	0	424	235	254	0
MGAM2	130.142857	0	0	0	0	473	284	154	0
FBXO40	130.000000	0	0	0	0	445	230	235	0
DDX60	130.000000	0	0	0	0	411	309	190	0
SRSF7	129.857143	0	0	0	0	257	333	319	0
KLK14	129.857143	0	0	0	0	345	253	311	0
GOLGA6A	129.857143	0	0	0	0	399	248	262	0
AMMECR1	129.857143	0	0	0	0	349	308	252	0
SH2B1	129.714286	0	0	0	0	480	199	229	0
MICAL3	129.714286	0	0	0	0	433	304	171	0
SLC35E4	129.571429	0	0	0	0	370	327	210	0
MDFI	129.428571	0	0	0	0	441	282	183	0
SH3TC2	129.285714	0	0	0	0	351	276	278	0
GIMAP5	129.285714	0	0	0	0	451	297	157	0
NCKAP1L	129.142857	0	0	0	0	384	236	284	0
CCDC167	129.142857	0	198	188	0	308	210	0	0
MAVS	129.000000	0	0	0	0	463	163	277	0
KIF5A	129.000000	0	0	0	0	332	331	240	0
CASP8	129.000000	0	0	0	0	333	289	281	0
ATP8B2	129.000000	0	110	0	0	439	203	151	0
AQP10	129.000000	0	110	0	0	439	203	151	0
TPCN2	128.857143	0	0	0	0	508	394	0	0
SMAGP	128.857143	0	0	0	0	294	281	327	0
SLC25A38	128.857143	0	0	0	0	297	312	293	0
PRSS47	128.857143	0	0	0	0	393	263	246	0
PLA1A	128.857143	0	0	0	0	356	291	255	0
C10orf99	128.857143	0	0	0	0	413	193	296	0
UACA	128.714286	0	0	170	0	358	219	154	0
RNASET2	128.714286	0	0	0	0	395	226	280	0
PLGLB2	128.714286	0	0	0	0	482	272	147	0
PLGLB1	128.714286	0	0	0	0	482	272	147	0
NIT2	128.714286	0	0	0	0	414	217	270	0
MAP3K15	128.714286	0	0	0	0	480	289	132	0
ARID5B	128.714286	0	0	0	0	378	283	240	0
CDK5RAP2	128.571429	0	334	305	261	0	0	0	0
NANOS2	128.285714	0	0	0	0	466	209	223	0
MYPOP	128.285714	0	0	0	0	466	209	223	0
UBQLNL	128.000000	0	0	0	0	344	392	160	0
UBQLN3	128.000000	0	0	0	0	344	392	160	0
CCL3L3	128.000000	0	0	0	0	395	305	196	0
CCL3L1	128.000000	0	0	0	0	395	305	196	0
CCL3	128.000000	0	0	0	0	395	305	196	0
SLC41A1	127.857143	0	0	0	0	426	288	181	0
DPP6	127.857143	0	0	0	0	419	239	237	0
CCDC91	127.714286	0	0	0	0	316	306	272	0
SERPINH1	127.428571	0	0	0	0	410	267	215	0
MAMDC2	127.428571	0	0	0	188	316	218	170	0
AMOTL2	127.428571	0	0	129	0	314	235	214	0
MED10	127.285714	0	0	0	0	332	336	223	0
CPS1	127.285714	0	0	0	0	403	355	133	0
NCDN	127.142857	0	0	0	0	474	256	160	0
KIAA0319L	127.142857	0	0	0	0	474	256	160	0
AP2B1	127.142857	0	265	287	0	238	100	0	0
SCGB3A2	127.000000	0	0	0	0	339	317	233	0
PHF11	127.000000	0	0	0	0	425	226	238	0
ELMO1	127.000000	0	0	0	0	389	313	187	0
LMLN2	126.714286	0	0	0	0	422	256	209	0
TRIM64B	126.571429	0	0	0	0	361	272	253	0
PPP4R3B	126.571429	0	0	0	0	420	302	164	0
PDE8B	126.571429	0	0	0	0	336	296	254	0
IL1F10	126.571429	0	0	0	0	446	244	196	0
TTYH3	126.428571	0	0	0	0	458	196	231	0
RNF145	126.428571	0	0	0	0	547	338	0	0
NDUFS2	126.428571	0	155	0	172	181	232	145	0
MORF4L1	126.428571	0	192	93	0	308	183	109	0
MEST	126.428571	0	0	0	0	433	232	220	0
ADAMTS4	126.428571	0	155	0	172	181	232	145	0
ZMIZ2	126.142857	0	0	0	0	356	263	264	0
PIGX	126.142857	0	0	0	0	417	257	209	0
FKBP1A	126.142857	0	0	0	0	376	249	258	0
CEP19	126.142857	0	0	0	0	417	257	209	0
MYCL	126.000000	0	0	0	0	391	207	284	0
DHX33	126.000000	0	0	0	0	329	254	299	0
KCND3	125.857143	0	0	0	0	404	305	172	0
FRMPD1	125.857143	0	0	0	0	538	174	169	0
ADD3	125.714286	0	0	0	0	425	261	194	0
ZNF879	125.571429	0	0	0	0	364	236	279	0
NNAT	125.571429	0	0	0	0	349	250	280	0
BLCAP	125.571429	0	0	0	0	349	250	280	0
ZNF445	125.428571	0	0	0	0	342	311	225	0
ZCCHC4	125.428571	0	0	0	0	412	287	179	0
ARHGAP19	125.428571	0	0	0	0	348	215	315	0
ZNF3	125.285714	0	0	0	0	379	289	209	0
SRSF10	125.285714	0	0	0	0	335	294	248	0
IP6K1	125.285714	0	0	0	0	456	276	145	0
COPS6	125.285714	0	0	0	0	379	289	209	0
CDHR4	125.285714	0	0	0	0	456	276	145	0
CCDC138	125.285714	0	0	0	0	403	361	113	0
PLAUR	125.142857	0	0	233	0	313	198	132	0
MRLN	125.142857	0	0	0	0	314	254	308	0
ITGB3	125.142857	0	0	0	0	413	291	172	0
EGR3	125.142857	0	0	0	0	410	289	177	0
HOXA9	125.000000	0	0	0	0	289	365	221	0
HOXA7	125.000000	0	0	0	0	289	365	221	0
HOXA6	125.000000	0	0	0	0	289	365	221	0
C20orf202	125.000000	0	0	0	0	428	266	181	0
ARHGAP42	125.000000	0	0	0	0	429	285	161	0
ARHGAP33	125.000000	0	0	0	0	437	308	130	0
INO80D	124.714286	0	0	0	0	285	279	309	0
GRM4	124.714286	0	0	0	0	395	215	263	0
GRAMD1C	124.714286	0	0	0	0	524	349	0	0
CDC7	124.571429	0	0	0	0	338	308	226	0
CCNJ	124.571429	0	0	0	0	394	283	195	0
ARMC7	124.571429	0	0	0	0	311	274	287	0
USP39	124.285714	0	0	0	0	373	281	216	0
TMEM150A	124.285714	0	0	0	0	373	281	216	0
SPANXN5	124.285714	0	0	0	0	341	359	170	0
RNF181	124.285714	0	0	0	0	373	281	216	0
C2orf68	124.285714	0	0	0	0	373	281	216	0
WNK4	124.142857	0	0	0	0	403	197	269	0
VPS25	124.142857	0	0	0	0	403	197	269	0
RNPEP	124.142857	0	0	0	0	393	285	191	0
PYDC2	124.142857	0	0	0	0	343	371	155	0
MCF2L	124.142857	0	0	0	0	376	265	228	0
KRT34	124.142857	0	0	0	0	373	335	161	0
KRT31	124.142857	0	0	0	0	373	335	161	0
SASH1	124.000000	0	0	0	0	358	265	245	0
NPL	124.000000	0	0	0	0	338	251	279	0
G3BP2	124.000000	0	0	0	0	356	208	304	0
CCSER2	124.000000	0	0	0	0	465	263	140	0
ACTR5	124.000000	0	0	0	0	353	341	174	0
ZNF396	123.857143	0	0	0	0	574	293	0	0
ACTR3C	123.857143	0	0	0	0	391	288	188	0
TMEM160	123.714286	0	0	0	0	350	353	163	0
PRAMEF10	123.714286	0	0	0	0	353	223	290	0
PLCB2	123.714286	0	0	0	0	392	304	170	0
INAFM2	123.714286	0	0	0	0	392	304	170	0
FILIP1	123.571429	0	0	0	0	449	220	196	0
SIRPB1	123.428571	0	0	0	0	409	262	193	0
DIXDC1	123.428571	0	0	0	0	322	332	210	0
CASTOR2	123.428571	0	0	0	0	403	238	223	0
POLL	123.285714	0	0	0	0	451	173	239	0
DPCD	123.285714	0	0	0	0	451	173	239	0
ANKK1	123.285714	0	0	0	0	388	278	197	0
TCP11L2	123.142857	0	0	0	0	439	423	0	0
S100A9	123.142857	0	0	0	0	369	347	146	0
PPP5C	123.142857	0	0	0	0	355	300	207	0
C9orf85	123.142857	0	0	0	0	366	258	238	0
ZNF589	123.000000	0	0	0	0	324	313	224	0
SPHK2	123.000000	0	196	125	184	208	148	0	0
RPL18	123.000000	0	196	125	184	208	148	0	0
RIMKLB	123.000000	0	0	0	0	306	288	267	0
NUP62	123.000000	0	0	0	0	354	263	244	0
IL4I1	123.000000	0	0	0	0	354	263	244	0
EMP1	123.000000	0	0	0	0	294	332	235	0
EGLN1	123.000000	0	0	0	0	362	238	261	0
ATF5	123.000000	0	0	0	0	354	263	244	0
TET1	122.857143	0	0	0	0	429	238	193	0
OR5B3	122.857143	0	0	0	0	325	297	238	0
NFU1	122.857143	0	0	0	0	329	306	225	0
LIPC	122.714286	0	0	0	0	402	264	193	0
ABHD11	122.714286	0	0	178	0	276	237	168	0
TCF20	122.571429	0	0	342	0	186	173	157	0
FBLN7	122.571429	0	0	0	0	350	292	216	0
DEFB108B	122.428571	0	0	0	0	381	200	276	0
AAMP	122.428571	0	0	0	0	386	192	279	0
INHBB	122.285714	0	0	0	0	398	298	160	0
HMOX2	122.285714	0	0	0	0	370	302	184	0
GUK1	122.285714	0	0	0	0	343	275	238	0
GJC2	122.285714	0	0	0	0	343	275	238	0
DIO3	122.285714	0	0	0	0	411	194	251	0
ANKRD55	122.285714	0	0	0	0	377	217	262	0
TBC1D9	122.142857	0	0	0	0	277	352	226	0
STOML3	122.142857	0	0	0	0	340	235	280	0
HADH	122.142857	0	0	0	0	346	312	197	0
SMIM11B	122.000000	0	0	0	0	382	269	203	0
SMIM11A	122.000000	0	0	0	0	382	269	203	0
KCNE2	122.000000	0	0	0	0	382	269	203	0
JPH4	122.000000	0	0	0	0	472	207	175	0
AP1G2	122.000000	0	0	0	0	472	207	175	0
TMEM231	121.857143	0	0	0	0	365	316	172	0
DACT2	121.857143	0	0	0	0	322	272	259	0
SLC35F6	121.714286	0	0	0	0	370	216	266	0
PRR20G	121.714286	0	0	0	0	361	251	240	0
GAPDH	121.714286	0	0	0	0	360	284	208	0
PODXL	121.571429	0	0	0	0	387	282	182	0
CLYBL	121.571429	0	0	0	0	379	241	231	0
ARFGEF2	121.571429	0	0	0	0	377	228	246	0
RIPOR2	121.428571	0	159	0	0	359	184	148	0
CRH	121.428571	0	0	0	0	323	326	201	0
SRCIN1	121.285714	0	0	0	0	466	186	197	0
KIF5C	121.285714	0	0	0	0	365	327	157	0
WDR92	121.142857	0	0	0	0	362	309	177	0
SCML4	121.142857	0	0	0	0	378	296	174	0
PNO1	121.142857	0	0	0	0	362	309	177	0
CCN2	121.142857	0	0	0	0	386	211	251	0
RPS6KA1	121.000000	0	0	0	0	425	257	165	0
KIF16B	121.000000	0	0	0	0	407	257	183	0
GRM3	121.000000	0	0	0	0	375	286	186	0
CCNB1	121.000000	0	0	0	0	415	229	203	0
SULT6B1	120.857143	0	0	0	0	341	245	260	0
SBK3	120.857143	0	0	0	0	438	229	179	0
SBK2	120.857143	0	0	0	0	438	229	179	0
CEBPZOS	120.857143	0	0	0	0	341	245	260	0
ZFP42	120.714286	0	0	0	0	353	222	270	0
LGR6	120.714286	0	0	0	0	362	265	218	0
TSKU	120.571429	0	0	0	0	354	299	191	0
FOXN3	120.571429	0	0	0	0	387	261	196	0
RHOBTB2	120.428571	0	0	0	0	369	228	246	0
OR5AR1	120.428571	0	0	0	0	452	279	112	0
CACNA1D	120.428571	0	0	0	0	506	337	0	0
PLA2G6	120.285714	0	195	170	0	318	159	0	0
GAPDHS	120.285714	0	0	0	0	307	307	228	0
RASAL2	120.142857	0	0	0	0	452	255	134	0
PIM1	120.142857	0	0	0	0	427	230	184	0
MX2	120.142857	0	0	0	0	404	231	206	0
NPPB	120.000000	0	0	0	0	404	236	200	0
NPPA	120.000000	0	0	0	0	404	236	200	0
IL1R1	120.000000	0	0	0	0	311	278	251	0
GSDMA	120.000000	0	0	0	0	343	285	212	0
PTGFRN	119.857143	0	0	0	0	273	323	243	0
GRAP2	119.857143	0	0	0	0	378	316	145	0
EIF2AK2	119.714286	0	0	0	0	363	232	243	0
C1orf105	119.714286	0	0	0	0	409	248	181	0
RAI14	119.571429	0	0	0	0	487	350	0	0
PDIA6	119.571429	0	0	0	0	423	241	173	0
REEP6	119.428571	0	0	0	0	366	190	280	0
PCSK4	119.428571	0	0	0	0	366	190	280	0
LMAN1L	119.428571	0	0	0	0	392	149	295	0
FOXJ1	119.428571	0	0	0	0	364	237	235	0
DNMT3L	119.428571	0	0	0	0	449	232	155	0
CPLX3	119.428571	0	0	0	0	392	149	295	0
COL1A2	119.428571	0	0	109	0	276	250	201	0
LRRN1	119.285714	0	0	0	0	369	271	195	0
STIM2	119.142857	0	0	0	0	355	321	158	0
SLAMF9	119.142857	0	0	0	0	364	238	232	0
METRN	119.142857	0	0	0	0	431	244	159	0
IGSF9	119.142857	0	0	0	0	364	238	232	0
FBXL16	119.142857	0	0	0	0	431	244	159	0
EIF2AK1	119.142857	0	0	0	0	350	247	237	0
CAPN3	119.142857	0	0	0	0	384	171	279	0
ANTKMT	119.142857	0	0	0	0	431	244	159	0
KIAA1324	119.000000	0	0	0	0	295	286	252	0
ISOC1	119.000000	0	0	0	0	319	362	152	0
EBF2	119.000000	0	0	0	0	395	302	136	0
DNAJC22	119.000000	0	0	0	0	283	237	313	0
CELF2	119.000000	0	0	0	0	442	246	145	0
BAHCC1	119.000000	0	0	224	0	268	193	148	0
FGF4	118.857143	0	0	0	0	461	236	135	0
FAM180A	118.857143	0	0	0	0	398	182	252	0
RPSA	118.714286	0	0	0	0	364	213	254	0
HNRNPL	118.714286	0	0	0	0	409	186	236	0
HASPIN	118.714286	0	0	0	0	265	247	319	0
ZNF75D	118.571429	0	0	0	0	352	273	205	0
SERTAD3	118.571429	0	0	0	0	368	279	183	0
LIPH	118.571429	0	0	0	0	353	169	308	0
ETDC	118.571429	0	0	0	0	352	273	205	0
EEPD1	118.571429	0	0	0	0	390	302	138	0
ALG14	118.571429	0	0	0	0	418	293	119	0
ISOC2	118.428571	0	0	0	0	352	265	212	0
RPRM	118.285714	0	0	0	0	324	236	268	0
NF2	118.285714	0	0	0	0	415	253	160	0
KDM4C	118.285714	0	0	0	0	370	228	230	0
HAAO	118.285714	0	0	0	0	319	234	275	0
FMN2	118.285714	0	0	0	0	335	279	214	0
C5orf46	118.285714	0	134	0	0	339	223	132	0
ZSWIM6	118.142857	0	0	110	0	376	149	192	0
GOLGA6C	118.142857	0	0	0	0	382	252	193	0
CD53	118.142857	0	0	0	0	367	266	194	0
ITGA6	118.000000	0	0	288	0	256	105	177	0
ADAMTS9	118.000000	0	0	0	0	393	288	145	0
CHRDL2	117.857143	0	0	0	0	354	262	209	0
AVPI1	117.857143	0	0	0	0	393	258	174	0
APP	117.857143	0	0	0	0	406	221	198	0
RPS11	117.714286	0	185	137	183	177	142	0	0
MGAT5	117.571429	0	0	0	0	399	224	200	0
CNTN4	117.571429	0	0	0	0	321	245	257	0
CDH4	117.428571	0	0	0	0	388	207	227	0
CCDC186	117.428571	0	0	0	0	464	250	108	0
PSEN2	117.142857	0	0	0	0	337	249	234	0
SPAM1	117.000000	0	0	0	0	443	261	115	0
LZTS3	117.000000	0	0	0	0	400	319	100	0
HEYL	117.000000	0	0	0	0	381	286	152	0
GOLGA6B	117.000000	0	0	0	0	333	172	314	0
ZNF317	116.857143	0	0	0	0	459	199	160	0
PYROXD2	116.857143	0	446	0	0	267	105	0	0
OR7G3	116.857143	0	0	0	0	459	199	160	0
NCR1	116.857143	0	0	0	0	289	230	299	0
SQSTM1	116.714286	0	0	0	0	316	230	271	0
MGAT4B	116.714286	0	0	0	0	316	230	271	0
HOXC11	116.714286	0	0	0	0	441	198	178	0
HOXC10	116.714286	0	0	0	0	441	198	178	0
PTPRF	116.571429	0	0	0	0	302	243	271	0
TRIM71	116.428571	0	0	0	0	266	309	240	0
UBL7	116.285714	0	0	0	0	358	282	174	0
SEMA5B	116.285714	0	0	0	0	322	237	255	0
OR2M7	116.285714	0	0	0	0	436	165	213	0
ENHO	116.285714	0	0	0	0	341	295	178	0
TSPAN9	116.142857	0	0	0	0	323	243	247	0
OR2S2	116.142857	0	0	0	0	321	207	285	0
HLA-DRB1	116.142857	0	0	0	0	265	268	280	0
ZNF143	115.857143	0	271	262	278	0	0	0	0
