Target_genes	SOX17|Average	SRX702102|hESC_derived_mesendodermal_cells	SRX702103|hESC_derived_mesendodermal_cells	SRX702104|hESC_derived_mesendodermal_cells	SRX702101|hESC_HUES64	SRX5771670|Tcam-2	SRX5771672|Tcam-2	SRX5771674|Tcam-2	STRING
POLR2I	133.285714	0	0	0	0	451	340	142	0
OVOL3	133.285714	0	0	0	0	451	340	142	0
CCN3	133.285714	0	0	0	0	368	320	245	0
SLC2A14	133.142857	0	0	0	0	361	218	353	0
CFDP1	133.142857	0	0	0	0	300	321	311	0
PALB2	133.000000	0	0	0	0	403	252	276	0
DCTN5	133.000000	0	0	0	0	403	252	276	0
ZFP37	132.857143	0	423	190	317	0	0	0	0
CD9	132.857143	0	0	0	0	403	268	259	0
ARHGAP28	132.857143	0	0	0	0	366	215	349	0
FAM236D	132.714286	0	0	0	0	416	313	200	0
FAM236C	132.714286	0	0	0	0	416	313	200	0
ZNF304	132.571429	0	0	0	0	398	316	214	0
ITPRID1	132.428571	0	0	0	0	340	380	207	0
CTSS	132.428571	0	0	0	0	406	319	202	0
TUBG2	132.285714	0	0	0	0	454	227	245	0
STX3	132.285714	0	0	0	0	392	289	245	0
GAS1	132.285714	0	0	0	0	509	280	137	0
FIBP	132.285714	0	0	0	0	444	191	291	0
CTSW	132.285714	0	0	0	0	444	191	291	0
CPNE8	132.285714	0	0	0	0	447	285	194	0
CCDC85B	132.285714	0	0	0	0	444	191	291	0
ACSBG2	132.285714	0	0	0	0	378	307	241	0
ZNF14	132.142857	0	0	0	0	421	222	282	0
PPP4R4	132.142857	0	0	0	0	424	313	188	0
MICU3	132.142857	0	0	0	0	393	304	228	0
H4C8	132.142857	0	0	0	0	413	326	186	0
H3C8	132.142857	0	0	0	0	413	326	186	0
H2BC10	132.142857	0	0	0	0	413	326	186	0
CCDC57	132.000000	0	0	0	0	384	265	275	0
KRT18	131.857143	0	0	0	0	339	300	284	0
CD248	131.857143	0	0	0	0	439	220	264	0
TLR7	131.714286	0	0	0	0	399	281	242	0
PRKCSH	131.714286	0	470	0	360	92	0	0	0
OR6S1	131.714286	0	0	0	0	416	276	230	0
FAM71F2	131.714286	0	0	0	0	425	289	208	0
CCDC151	131.714286	0	470	0	360	92	0	0	0
TALDO1	131.571429	0	0	0	0	375	323	223	0
OR6C70	131.571429	0	0	0	0	437	196	288	0
CUEDC1	131.571429	0	0	0	0	437	278	206	0
SLC16A2	131.428571	0	0	0	0	357	294	269	0
NUAK2	131.428571	0	0	0	0	478	254	188	0
ZNF506	131.285714	0	0	0	0	440	285	194	0
TOP3B	131.285714	0	165	0	0	376	230	148	0
SLC14A2	131.285714	0	0	0	0	489	232	198	0
PTBP1	131.285714	0	480	0	439	0	0	0	0
CLIC4	131.142857	0	0	0	0	316	262	340	0
MERTK	131.000000	0	0	0	0	357	340	220	0
DENND1B	131.000000	0	0	0	0	389	398	130	0
ZNF260	130.857143	0	0	0	0	362	322	232	0
SLC25A42	130.857143	0	0	0	0	425	236	255	0
MKRN1	130.857143	0	0	0	0	394	295	227	0
LTBP1	130.857143	0	0	0	0	445	270	201	0
INTS6L	130.857143	0	0	0	0	408	307	201	0
DLC1	130.857143	0	0	0	0	418	272	226	0
BMP7	130.857143	0	0	0	0	408	371	137	0
LZTFL1	130.714286	0	0	0	0	409	317	189	0
FBXO40	130.428571	0	0	0	0	444	232	237	0
REEP6	130.285714	0	0	0	0	411	209	292	0
RBM3	130.285714	0	0	0	0	332	310	270	0
PCSK4	130.285714	0	0	0	0	411	209	292	0
MGAM2	130.285714	0	0	0	0	473	285	154	0
GIMAP5	130.285714	0	0	0	0	451	301	160	0
DDX60	130.285714	0	0	0	0	411	310	191	0
AMMECR1	130.285714	0	0	0	0	349	309	254	0
RNASET2	130.142857	0	0	0	0	398	229	284	0
SH2B1	130.000000	0	0	0	0	480	200	230	0
PGAM1	130.000000	0	0	0	0	418	258	234	0
SEC63	129.857143	0	0	0	0	359	258	292	0
RNASE6	129.857143	0	0	0	0	324	258	327	0
PIGZ	129.857143	0	0	0	0	414	207	288	0
CCDC167	129.714286	0	200	178	0	307	223	0	0
SH3TC2	129.571429	0	0	0	0	351	277	279	0
MDFI	129.571429	0	0	0	0	440	283	184	0
MBD1	129.571429	0	441	0	466	0	0	0	0
DDX23	129.571429	0	0	0	0	360	238	309	0
CXXC1	129.571429	0	441	0	466	0	0	0	0
PRSS47	129.428571	0	0	0	0	394	266	246	0
ETV4	129.428571	0	0	0	0	343	359	204	0
MAVS	129.285714	0	0	0	0	463	164	278	0
SMAGP	129.142857	0	0	0	0	294	282	328	0
AMOTL2	129.142857	0	0	137	0	315	237	215	0
USP54	129.000000	0	0	0	0	391	289	223	0
TOX3	129.000000	0	0	0	0	514	389	0	0
UBQLNL	128.571429	0	0	0	0	345	394	161	0
UBQLN3	128.571429	0	0	0	0	345	394	161	0
OR51B5	128.571429	0	0	0	0	345	394	161	0
SCGB3A2	128.428571	0	0	0	0	338	309	252	0
SLC41A1	128.285714	0	0	0	0	427	288	183	0
MRPL44	128.285714	0	175	166	184	232	141	0	0
KLK14	128.285714	0	0	0	0	345	241	312	0
GOLGA6A	128.285714	0	0	0	0	396	249	253	0
MICAL3	128.000000	0	0	0	0	432	306	158	0
SYNCRIP	127.714286	0	0	0	0	430	296	168	0
MED10	127.714286	0	0	0	0	333	337	224	0
KIF5A	127.714286	0	0	0	0	332	332	230	0
DHX33	127.714286	0	0	0	0	333	258	303	0
ELMO1	127.571429	0	0	0	0	389	316	188	0
CPS1	127.571429	0	0	0	0	403	356	134	0
SLC25A38	127.428571	0	0	0	0	297	313	282	0
PRSS41	127.428571	0	0	0	0	393	274	225	0
CSRNP1	127.428571	0	178	0	0	386	158	170	0
ARID5B	127.428571	0	0	0	0	378	273	241	0
PLGLB2	127.285714	0	0	0	0	482	262	147	0
PLGLB1	127.285714	0	0	0	0	482	262	147	0
PLA1A	127.285714	0	0	0	0	356	279	256	0
MAP3K15	127.285714	0	0	0	0	481	276	134	0
AP1S1	127.285714	0	0	0	0	418	255	218	0
PRDX3	127.142857	0	0	0	0	295	243	352	0
NIT2	127.142857	0	0	0	0	414	205	271	0
PPP4R3B	127.000000	0	0	0	0	420	304	165	0
TRIM64B	126.857143	0	0	0	0	361	274	253	0
PDE8B	126.857143	0	0	0	0	336	297	255	0
MEST	126.857143	0	0	0	0	433	234	221	0
IL1F10	126.857143	0	0	0	0	446	245	197	0
TTYH3	126.714286	0	0	0	0	458	197	232	0
NANOS2	126.571429	0	0	0	0	464	210	212	0
MYPOP	126.571429	0	0	0	0	464	210	212	0
SNX3	126.428571	0	0	0	0	278	241	366	0
MYCL	126.428571	0	0	0	0	391	209	285	0
PIGX	126.285714	0	0	0	0	417	258	209	0
CEP19	126.285714	0	0	0	0	417	258	209	0
ADD3	126.285714	0	0	0	0	426	262	196	0
NNAT	126.142857	0	0	0	0	349	252	282	0
KHDRBS1	126.142857	0	0	0	0	416	279	188	0
FRMPD1	126.142857	0	0	0	0	539	175	169	0
BLCAP	126.142857	0	0	0	0	349	252	282	0
SRSF7	126.000000	0	0	0	0	313	269	300	0
ARHGAP19	125.857143	0	0	0	0	347	217	317	0
ZNF445	125.714286	0	0	0	0	341	312	227	0
SERPINH1	125.714286	0	0	0	0	409	268	203	0
CCDC138	125.571429	0	0	0	0	402	363	114	0
ZNF3	125.428571	0	0	0	0	378	290	210	0
SLC5A9	125.428571	0	0	0	0	453	265	160	0
IP6K1	125.428571	0	0	0	0	455	276	147	0
HOXA9	125.428571	0	0	0	0	289	367	222	0
HOXA7	125.428571	0	0	0	0	289	367	222	0
HOXA6	125.428571	0	0	0	0	289	367	222	0
EGR3	125.428571	0	0	0	0	410	290	178	0
COPS6	125.428571	0	0	0	0	378	290	210	0
CDHR4	125.428571	0	0	0	0	455	276	147	0
ARHGAP42	125.428571	0	0	0	0	429	287	162	0
CCNJ	125.142857	0	0	0	0	395	285	196	0
ARHGAP33	125.142857	0	0	0	0	436	309	131	0
GRM4	125.000000	0	0	0	0	395	216	264	0
GRAMD1C	125.000000	0	0	0	0	524	351	0	0
CDC7	125.000000	0	0	0	0	338	310	227	0
ZMIZ2	124.857143	0	0	0	0	355	266	253	0
RNF145	124.857143	0	0	0	0	546	328	0	0
FKBP1A	124.857143	0	0	0	0	376	250	248	0
USP39	124.714286	0	0	0	0	374	282	217	0
TMEM150A	124.714286	0	0	0	0	374	282	217	0
SPECC1	124.714286	0	0	0	0	433	229	211	0
SASH1	124.714286	0	0	0	0	358	268	247	0
RNPEP	124.714286	0	0	0	0	394	286	193	0
RNF181	124.714286	0	0	0	0	374	282	217	0
C2orf68	124.714286	0	0	0	0	374	282	217	0
PYDC2	124.571429	0	0	0	0	344	371	157	0
TMEM160	124.428571	0	0	0	0	354	353	164	0
MCF2L	124.428571	0	0	0	0	376	266	229	0
G3BP2	124.428571	0	0	0	0	357	209	305	0
PRR14	124.285714	0	351	0	208	162	149	0	0
KCND3	124.285714	0	0	0	0	404	293	173	0
FBRS	124.285714	0	351	0	208	162	149	0	0
DIXDC1	124.285714	0	0	0	0	324	333	213	0
PRR13	124.142857	0	0	0	0	297	342	230	0
MRLN	124.142857	0	0	0	0	329	231	309	0
ZNF879	124.000000	0	0	0	0	363	225	280	0
ZNF396	124.000000	0	0	0	0	574	294	0	0
PLCB2	124.000000	0	0	0	0	391	306	171	0
ITGB3	124.000000	0	0	0	0	413	293	162	0
INO80D	124.000000	0	0	0	0	285	271	312	0
INAFM2	124.000000	0	0	0	0	391	306	171	0
FILIP1	123.857143	0	0	0	0	450	221	196	0
ARRDC2	123.857143	0	0	0	0	349	209	309	0
TULP2	123.714286	0	0	0	0	371	231	264	0
POLL	123.714286	0	0	0	0	450	175	241	0
NUCB1	123.714286	0	0	0	0	371	231	264	0
DPCD	123.714286	0	0	0	0	450	175	241	0
C9orf85	123.714286	0	0	0	0	366	259	241	0
ANKK1	123.714286	0	0	0	0	388	280	198	0
EMP1	123.571429	0	0	0	0	294	335	236	0
TET1	123.428571	0	0	0	0	429	239	196	0
TCP11L2	123.428571	0	0	0	0	440	424	0	0
S100A9	123.428571	0	0	0	0	369	348	147	0
RIMKLB	123.428571	0	0	0	0	306	289	269	0
HLA-DRB1	123.428571	0	0	0	0	310	286	268	0
EGLN1	123.428571	0	0	0	0	362	240	262	0
ABHD11	123.428571	0	0	181	0	277	238	168	0
NFU1	123.285714	0	0	0	0	327	309	227	0
MTRNR2L8	123.285714	0	135	0	148	265	200	115	0
LIPC	123.000000	0	0	0	0	402	265	194	0
FBLN7	123.000000	0	0	0	0	350	294	217	0
HMOX2	122.857143	0	0	0	0	372	303	185	0
STOML3	122.714286	0	0	0	0	340	235	284	0
NPL	122.714286	0	0	0	0	338	241	280	0
KIF5C	122.714286	0	0	0	0	368	331	160	0
GIP	122.714286	0	0	0	0	269	257	333	0
ANKRD55	122.714286	0	0	0	0	377	218	264	0
AAMP	122.714286	0	0	0	0	385	193	281	0
ZCCHC4	122.571429	0	0	0	0	404	275	179	0
MRPS25	122.571429	0	0	0	0	339	288	231	0
INHBB	122.571429	0	0	0	0	398	299	161	0
DIO3	122.571429	0	0	0	0	412	195	251	0
CCSER2	122.571429	0	0	0	0	464	252	142	0
ARMC7	122.571429	0	0	0	0	311	275	272	0
WNK4	122.428571	0	0	0	0	404	197	256	0
VPS25	122.428571	0	0	0	0	404	197	256	0
TMEM231	122.428571	0	0	0	0	366	318	173	0
KRT34	122.428571	0	0	0	0	373	322	162	0
KRT31	122.428571	0	0	0	0	373	322	162	0
DACT2	122.428571	0	0	0	0	324	273	260	0
TBC1D9	122.285714	0	0	0	0	276	353	227	0
PDE4D	122.285714	0	0	0	0	481	220	155	0
JPH4	122.285714	0	0	0	0	473	207	176	0
AP1G2	122.285714	0	0	0	0	473	207	176	0
SMIM11B	122.142857	0	0	0	0	351	299	205	0
SMIM11A	122.142857	0	0	0	0	351	299	205	0
SIRPB1	122.142857	0	0	0	0	409	252	194	0
RPS6KA1	122.142857	0	0	0	0	427	261	167	0
ACTR5	122.142857	0	0	0	0	351	330	174	0
GOLGA6L22	122.000000	0	0	0	0	267	283	304	0
GOLGA6L1	122.000000	0	0	0	0	267	283	304	0
SRCIN1	121.857143	0	0	0	0	468	187	198	0
SLC35F6	121.857143	0	0	0	0	370	216	267	0
EIF4EBP2	121.857143	0	0	0	0	355	230	268	0
PPP5C	121.714286	0	0	0	0	356	301	195	0
CRH	121.714286	0	0	0	0	322	328	202	0
CLYBL	121.714286	0	0	0	0	379	243	230	0
ARFGEF2	121.714286	0	0	0	0	377	228	247	0
NUP62	121.571429	0	0	0	0	352	253	246	0
KIF16B	121.571429	0	0	0	0	408	257	186	0
IL4I1	121.571429	0	0	0	0	352	253	246	0
ATF5	121.571429	0	0	0	0	352	253	246	0
ZNF589	121.428571	0	0	0	0	322	303	225	0
SBK3	121.428571	0	0	0	0	438	231	181	0
SBK2	121.428571	0	0	0	0	438	231	181	0
CCN2	121.428571	0	0	0	0	386	212	252	0
OR5B3	121.285714	0	0	0	0	325	298	226	0
SULT6B1	121.142857	0	0	0	0	341	247	260	0
CEBPZOS	121.142857	0	0	0	0	341	247	260	0
CCNB1	121.142857	0	0	0	0	413	230	205	0
C5orf46	121.142857	0	151	0	0	339	225	133	0
GUK1	120.857143	0	0	0	0	344	263	239	0
GJC2	120.857143	0	0	0	0	344	263	239	0
GAPDH	120.857143	0	0	0	0	360	277	209	0
FOXN3	120.857143	0	0	0	0	387	262	197	0
TSKU	120.714286	0	0	0	0	354	299	192	0
GAPDHS	120.714286	0	0	0	0	307	309	229	0
RASAL2	120.571429	0	0	0	0	452	257	135	0
LGR6	120.571429	0	0	0	0	328	261	255	0
CACNA1D	120.571429	0	0	0	0	506	338	0	0
PTGFRN	120.428571	0	0	0	0	273	325	245	0
IL1R1	120.428571	0	0	0	0	311	280	252	0
PODXL	120.285714	0	0	0	0	387	271	184	0
HADH	120.285714	0	0	0	0	344	301	197	0
C20orf202	120.285714	0	0	0	0	428	243	171	0
C1orf105	120.285714	0	0	0	0	410	250	182	0
GRAP2	120.142857	0	0	0	0	378	317	146	0
LMAN1L	119.857143	0	0	0	0	392	150	297	0
CPLX3	119.857143	0	0	0	0	392	150	297	0
SRGAP2C	119.714286	0	0	0	0	343	284	211	0
SRGAP2B	119.714286	0	0	0	0	343	284	211	0
SCML4	119.714286	0	0	0	0	378	285	175	0
PDIA6	119.714286	0	0	0	0	423	242	173	0
DNMT3L	119.714286	0	0	0	0	449	233	156	0
STIM2	119.571429	0	0	0	0	355	323	159	0
RAI14	119.571429	0	0	0	0	486	351	0	0
PNO1	119.571429	0	0	0	0	362	310	165	0
EIF2AK2	119.571429	0	0	0	0	362	232	243	0
CAPN3	119.571429	0	0	0	0	384	172	281	0
OR5AR1	119.428571	0	0	0	0	449	276	111	0
ISOC1	119.428571	0	0	0	0	319	364	153	0
HASPIN	119.428571	0	0	0	0	268	248	320	0
GRM3	119.428571	0	0	0	0	375	287	174	0
FOXJ1	119.428571	0	0	0	0	364	239	233	0
EIF2AK1	119.428571	0	0	0	0	351	247	238	0
NDUFS2	119.285714	0	130	0	145	181	234	145	0
METRN	119.285714	0	0	0	0	431	245	159	0
FBXL16	119.285714	0	0	0	0	431	245	159	0
ANTKMT	119.285714	0	0	0	0	431	245	159	0
ADAMTS4	119.285714	0	130	0	145	181	234	145	0
ZSWIM6	119.000000	0	0	123	0	376	141	193	0
ZNF532	119.000000	0	0	0	0	376	306	151	0
ISOC2	119.000000	0	0	0	0	354	266	213	0
CASP8	119.000000	0	0	0	0	345	245	243	0
SERTAD3	118.857143	0	0	0	0	367	280	185	0
PIM1	118.857143	0	0	0	0	427	220	185	0
MX2	118.857143	0	0	0	0	404	233	195	0
FMN2	118.857143	0	0	0	0	335	282	215	0
EEPD1	118.857143	0	0	0	0	390	303	139	0
RHOBTB2	118.714286	0	0	0	0	369	228	234	0
NF2	118.714286	0	0	0	0	416	254	161	0
ALG14	118.714286	0	0	0	0	418	294	119	0
HAAO	118.571429	0	0	0	0	318	236	276	0
GOLGA6C	118.571429	0	0	0	0	382	254	194	0
CD53	118.571429	0	0	0	0	367	267	196	0
ASNSD1	118.571429	0	0	0	0	371	192	267	0
ASDURF	118.571429	0	0	0	0	371	192	267	0
DEFB108B	118.428571	0	0	0	0	345	156	328	0
APP	118.428571	0	0	0	0	406	223	200	0
ADAMTS9	118.428571	0	0	0	0	394	289	146	0
AVPI1	118.142857	0	0	0	0	393	259	175	0
GSDMA	118.000000	0	0	0	0	342	271	213	0
CNTN4	118.000000	0	0	0	0	321	247	258	0
CHRDL2	118.000000	0	0	0	0	354	263	209	0
SLAMF9	117.857143	0	0	0	0	364	240	221	0
IGSF9	117.857143	0	0	0	0	364	240	221	0
EBF2	117.857143	0	0	0	0	395	293	137	0
DNAJC22	117.857143	0	0	0	0	283	228	314	0
RPSA	117.714286	0	0	0	0	365	203	256	0
MGAT5	117.714286	0	0	0	0	399	225	200	0
HNRNPL	117.714286	0	0	0	0	336	287	201	0
FGF4	117.714286	0	0	0	0	461	226	137	0
CELF2	117.714286	0	0	0	0	442	235	147	0
KDM4C	117.428571	0	0	0	0	373	218	231	0
FAM180A	117.428571	0	0	0	0	398	171	253	0
RIPOR2	117.285714	0	129	0	0	359	184	149	0
CDH4	117.285714	0	0	0	0	388	204	229	0
LIPH	117.142857	0	0	0	0	353	160	307	0
HOXC11	117.142857	0	0	0	0	441	200	179	0
HOXC10	117.142857	0	0	0	0	441	200	179	0
RPRM	117.000000	0	0	0	0	324	226	269	0
GOLGA6B	117.000000	0	0	0	0	334	172	313	0
PTPRF	116.857143	0	0	0	0	302	244	272	0
TSPAN9	116.714286	0	0	0	0	323	245	249	0
TRIM71	116.714286	0	0	0	0	266	310	241	0
SQSTM1	116.714286	0	0	0	0	316	231	270	0
PCYOX1	116.714286	0	0	0	0	353	261	203	0
NPPB	116.714286	0	0	0	0	404	224	189	0
NPPA	116.714286	0	0	0	0	404	224	189	0
MGAT4B	116.714286	0	0	0	0	316	231	270	0
ITGA6	116.714286	0	0	277	0	256	106	178	0
HMOX1	116.714286	0	0	0	0	401	250	166	0
SEMA5B	116.571429	0	0	0	0	321	239	256	0
OR2S2	116.571429	0	0	0	0	322	207	287	0
OR2M7	116.571429	0	0	0	0	437	165	214	0
ENHO	116.571429	0	0	0	0	341	296	179	0
DPF2	116.571429	0	0	0	0	511	200	105	0
LRRN1	116.428571	0	0	0	0	369	272	174	0
AEBP1	116.428571	0	0	0	0	302	282	231	0
SPANXN5	116.285714	0	0	0	0	308	346	160	0
METTL3	116.285714	0	443	0	371	0	0	0	0
ZNF429	116.142857	0	0	0	0	385	230	198	0
PLEKHG4B	116.142857	0	0	0	0	427	215	171	0
GGTLC3	116.142857	0	0	0	0	344	215	254	0
CCDC186	116.142857	0	0	0	0	464	240	109	0
SAV1	116.000000	0	0	0	0	312	274	226	0
PSEN2	116.000000	0	0	0	0	337	250	225	0
SPAM1	115.857143	0	0	0	0	443	252	116	0
RNF43	115.857143	0	0	0	0	393	238	180	0
OR5K3	115.857143	0	0	0	0	350	195	266	0
ELOVL6	115.857143	0	0	0	0	402	158	251	0
IDO1	115.714286	0	0	0	0	324	218	268	0
HEYL	115.714286	0	0	0	0	382	287	141	0
H3-2	115.714286	0	0	0	0	408	172	230	0
ZNF317	115.571429	0	0	0	0	459	201	149	0
OR7G3	115.571429	0	0	0	0	459	201	149	0
LZTS3	115.571429	0	0	0	0	400	309	100	0
TNFSF9	115.428571	0	0	0	0	366	261	181	0
SSTR2	115.428571	0	0	0	0	377	292	139	0
RABGAP1	115.428571	0	0	0	0	405	179	224	0
TRIL	115.285714	0	0	0	0	333	327	147	0
TBXAS1	115.285714	0	0	0	0	304	241	262	0
KLK13	115.142857	0	0	0	0	400	205	201	0
CNTN1	115.000000	0	0	0	0	413	226	166	0
CAVIN1	115.000000	0	0	0	0	321	182	302	0
AOPEP	115.000000	0	0	0	0	376	214	215	0
SEMA3G	114.857143	0	0	0	0	456	188	160	0
PHB2	114.857143	0	0	0	0	371	169	264	0
HBP1	114.857143	0	0	0	0	409	219	176	0
FNDC7	114.857143	0	0	0	0	338	291	175	0
ART3	114.857143	0	0	0	0	274	370	160	0
RHOXF2B	114.714286	0	0	0	0	277	289	237	0
RHOXF2	114.714286	0	0	0	0	277	289	237	0
LPAR6	114.714286	0	0	0	0	369	221	213	0
KIAA1324	114.714286	0	0	0	0	385	236	182	0
KALRN	114.714286	0	0	0	0	381	307	115	0
UBL7	114.571429	0	0	0	0	357	270	175	0
MOGAT2	114.571429	0	0	0	0	319	343	140	0
IER3	114.571429	0	139	0	0	344	158	161	0
FLOT1	114.571429	0	139	0	0	344	158	161	0
SMOX	114.428571	0	0	0	0	297	219	285	0
MYOF	114.285714	0	0	0	0	356	221	223	0
MORC4	114.285714	0	0	0	0	356	265	179	0
ZNF354B	114.142857	0	0	0	0	417	228	154	0
SLC25A29	114.142857	0	0	0	0	326	197	276	0
MED25	114.142857	0	232	0	256	138	173	0	0
FUZ	114.142857	0	232	0	256	138	173	0	0
ZNF75D	114.000000	0	0	0	0	308	263	227	0
SERPINB9	114.000000	0	0	0	0	297	294	207	0
FAM122C	114.000000	0	0	0	0	398	209	191	0
FAM122B	114.000000	0	0	0	0	398	209	191	0
ETDC	114.000000	0	0	0	0	308	263	227	0
ARSD	114.000000	0	0	0	0	359	309	130	0
FAM200B	113.857143	0	0	0	0	333	209	255	0
TBC1D17	113.714286	0	270	0	191	207	128	0	0
SRPK2	113.714286	0	0	0	0	395	240	161	0
PNKP	113.714286	0	270	0	191	207	128	0	0
AKT1S1	113.714286	0	270	0	191	207	128	0	0
MCTS1	113.571429	0	0	0	0	381	280	134	0
INSYN1	113.571429	0	0	0	0	290	164	341	0
CSHL1	113.571429	0	0	0	0	378	255	162	0
ATP8B2	113.571429	0	0	0	0	439	204	152	0
AQP10	113.571429	0	0	0	0	439	204	152	0
ACKR3	113.571429	0	0	0	0	344	194	257	0
TRIB3	113.428571	0	0	0	0	323	177	294	0
PREPL	113.428571	0	372	168	254	0	0	0	0
CAMKMT	113.428571	0	372	168	254	0	0	0	0
URM1	113.285714	0	0	0	0	380	223	190	0
RHOB	113.142857	0	0	0	0	436	199	157	0
HELZ	113.142857	0	0	0	0	388	226	178	0
ESR2	113.000000	0	0	0	0	303	196	292	0
SP8	112.857143	0	0	0	0	345	221	224	0
NME1	112.857143	0	190	0	130	222	144	104	0
MORF4L1	112.857143	0	189	0	0	308	184	109	0
GHITM	112.857143	0	353	0	317	120	0	0	0
TRPC5	112.714286	0	0	0	0	302	239	248	0
RTL4	112.714286	0	0	0	0	302	239	248	0
RBL2	112.714286	0	0	0	0	336	316	137	0
PYROXD2	112.714286	0	428	0	0	266	95	0	0
GLS2	112.714286	0	0	0	0	328	141	320	0
ZNF718	112.571429	0	0	0	0	406	222	160	0
CSRNP2	112.571429	0	0	0	0	325	304	159	0
BCL2L11	112.571429	0	0	139	0	261	202	186	0
MEIS1	112.285714	0	0	0	0	316	295	175	0
LPP	112.285714	0	0	0	0	434	188	164	0
LGALS7B	112.285714	0	0	0	0	397	194	195	0
DNPEP	112.285714	0	0	0	0	386	228	172	0
RHOC	112.142857	0	0	0	0	285	232	268	0
PRPF8	112.142857	0	0	0	0	420	172	193	0
PGLYRP4	112.142857	0	0	0	0	314	264	207	0
ALG1L2	112.142857	0	0	0	0	333	215	237	0
TNP1	112.000000	0	0	0	0	275	280	229	0
RASSF8	112.000000	0	0	0	0	363	187	234	0
KCNE2	112.000000	0	0	0	0	351	250	183	0
ETV6	112.000000	0	0	0	0	383	231	170	0
DEFA1B	112.000000	0	0	0	0	408	229	147	0
DEFA1	112.000000	0	0	0	0	408	229	147	0
ZNF43	111.857143	0	0	0	0	262	187	334	0
SPAG4	111.857143	0	0	0	0	431	207	145	0
GARS1	111.857143	0	0	0	0	424	359	0	0
ATP12A	111.857143	0	0	0	0	416	212	155	0
SEC23A	111.714286	0	0	0	0	373	245	164	0
GEMIN2	111.714286	0	0	0	0	373	245	164	0
FAM214B	111.714286	0	0	0	0	296	232	254	0
ZNF695	111.571429	0	0	0	0	404	164	213	0
IL1A	111.571429	0	0	0	0	332	236	213	0
IFIT2	111.571429	0	0	0	0	374	211	196	0
ZBTB18	111.428571	0	0	0	0	191	261	328	0
TSKS	111.428571	0	0	0	0	328	207	245	0
AP2A1	111.428571	0	0	0	0	328	207	245	0
PRR15	111.285714	0	0	0	0	326	273	180	0
LOXL3	111.285714	0	0	0	0	348	278	153	0
FOXC1	111.285714	0	0	0	0	320	247	212	0
DOK1	111.285714	0	0	0	0	348	278	153	0
OGA	111.142857	0	0	0	0	482	296	0	0
FKBP11	111.142857	0	0	0	0	369	201	208	0
FAM171A1	111.142857	0	0	0	0	322	296	160	0
CDK5RAP2	111.142857	0	290	225	263	0	0	0	0
IGF2BP2	111.000000	0	0	0	0	446	331	0	0
ARID2	111.000000	0	193	0	0	264	147	173	0
ZC3HC1	110.857143	0	186	0	0	342	183	65	0
PRELP	110.857143	0	0	0	0	247	339	190	0
PKD1L1	110.857143	0	0	0	0	357	202	217	0
BCL2L13	110.857143	0	0	0	0	361	234	181	0
TRIML2	110.714286	0	0	0	0	338	219	218	0
PDE4DIP	110.714286	0	137	0	0	270	260	108	0
F2	110.714286	0	0	0	0	364	228	183	0
WWC1	110.571429	0	0	0	0	398	228	148	0
OARD1	110.571429	0	0	0	0	508	266	0	0
UNC5B	110.428571	0	0	0	0	328	242	203	0
RPRD1A	110.428571	0	0	0	0	354	194	225	0
NOP53	110.428571	0	393	0	380	0	0	0	0
GPR137	110.428571	0	226	0	0	284	103	160	0
SH2D4B	110.285714	0	0	0	0	320	236	216	0
CGNL1	110.285714	0	0	0	0	296	224	252	0
NPB	110.142857	0	0	0	0	424	233	114	0
HTR2A	110.142857	0	0	0	0	422	149	200	0
GNAS	110.142857	0	0	0	0	423	204	144	0
ANAPC11	110.142857	0	0	0	0	424	233	114	0
ALYREF	110.142857	0	0	0	0	424	233	114	0
PIGC	110.000000	0	0	0	0	410	178	182	0
MME	110.000000	0	0	0	0	481	289	0	0
GADD45G	110.000000	0	0	0	0	383	228	159	0
ZYG11A	109.857143	0	0	0	0	361	212	196	0
SPATA31E1	109.714286	0	0	0	0	389	191	188	0
ADGRG1	109.714286	0	0	0	0	368	251	149	0
SEPHS2	109.571429	0	0	0	0	386	250	131	0
PUS1	109.571429	0	0	0	0	328	217	222	0
NCKAP5	109.571429	0	0	0	0	348	218	201	0
DNTT	109.571429	0	0	0	0	382	190	195	0
C5orf60	109.571429	0	0	0	0	360	231	176	0
ATP5PD	109.571429	0	0	0	0	349	271	147	0
WDR20	109.428571	0	0	0	0	375	223	168	0
RIIAD1	109.428571	0	0	0	0	366	240	160	0
PTCD3	109.428571	0	0	0	0	507	259	0	0
PPP1R8	109.428571	0	0	0	0	349	198	219	0
POLR1A	109.428571	0	0	0	0	507	259	0	0
ONECUT2	109.428571	0	0	0	0	362	217	187	0
HSP90AA1	109.428571	0	0	0	0	375	223	168	0
CELF3	109.428571	0	0	0	0	366	240	160	0
CALML3	109.428571	0	0	0	0	255	297	214	0
VMAC	109.285714	0	0	0	0	302	185	278	0
PHB	109.285714	0	0	0	0	266	201	298	0
NDUFA11	109.285714	0	0	0	0	302	185	278	0
CAPS	109.285714	0	0	0	0	302	185	278	0
B4GALNT2	109.285714	0	0	0	0	370	194	201	0
OTUD7B	109.142857	0	0	0	0	353	195	216	0
CGN	109.142857	0	0	0	0	370	210	184	0
BEST1	109.142857	0	0	0	0	261	200	303	0
ZNF524	109.000000	0	310	0	177	145	0	131	0
H2AB3	109.000000	0	0	0	0	336	220	207	0
